lemma:	##
Christiansenův_;S_/(*2)	1
Austův_;S_/(*2)	1
Häckelův_;S_/(*2)	1
monosacharidův	1
Pýchův-1_;S_/(*4a-1)	1
Limosinův	1
Ibragimův_;S_/(*2)	1
Laukův_;S_/(*2)	1
Antaiův	1
Knězkův_;S_/(*3ek)	1
Fallopův	1
Gübelův_;S_/(*2)	1
Donkuljukův	1
Surinův	1
Lysáčkův_;S_/(*3ek)	1
Paulet	1
penězchtiva	1
Zimermanův_;S_/(*2)	1
challengerův	1
Ahronův	1
hauptmanův	1
Frostějův	1
iNesrstův	1
Makovcz	1
ichaelův	1
Hedvičin_;Y_/(*3ka)	1
Bopův	1
Ribbeckův_;S_/(*2)	1
Larionovův_;S_/(*2)	1
Mastertonův	1
Chvapilův_;S_/(*2)	1
Sperberův_;S_/(*2)	1
iGoebbelsův	1
Sturgesův	1
Mikulíkův_;S_/(*2)	1
Rugerův	1
sienův	1
Wilhelmův_;Y_/(*2)	1
bzukava	1
Schollův_;S_/(*2)	1
flogistonův	1
Jozkův	1
mezisnímkův	1
Lamingův	1
Ogarjovův_;S_/(*2)	1
Grolierův	1
parukářův_/(*2)	1
Goldenthalův	1
Hamousův_;S_/(*2)	1
Vochalův_;S_/(*2a)	1
Aebischerův	1
samotářův_/(*2)	1
Perglův_;S_/(*2)	1
Kosciuszkův_;S	1
Benhardův	1
Žemaitisův	1
Bertschův	1
spinelův	1
Chruščovovův	1
Sandhausův	1
Grabkův_;S_/(*3ek)	1
Očak	1
Mihailův	1
Benoistův	1
Prejdův	1
knihkupcův_/(*3ec)	1
Liikanenův	1
Sjomuškinův_;S_/(*2)	1
Zorn	1
instruktorův_/(*2)	1
thyminův	1
lesničin_/(*4ík)	1
Appletonův	1
Panglosův	1
pazdeřopilinův	1
Jacquetův	1
Fujáčkův_;S_/(*3ek)	1
Willenbergerův	1
Davittův	1
houslařův_/(*2)	1
Kounellisův	1
Bessemerův_;S_/(*2)	1
Gigoutův	1
epoxiesterův	1
Merovechův	1
Lijestrandův	1
Steindachnerův	1
Bernsteimův	1
Dietrichštejnův_;S_/(*2)	1
Whalesův	1
Wenckův_;S_/(*2)	1
Brockův_;S_/(*2)	1
Aranův	1
Hutchence	1
Mainertzhagenův	1
Irinin_;Y_/(*2a)	1
Rochlův_;S_/(*2)	1
Kuštův_;S_/(*2a)	1
Kužílův	1
Kaplův_;S_/(*2)	1
Rockwellův-1_;S_/(*4-1)	1
Andrášikův_;S_/(*2)	1
Persiův	1
Jakschův_;S_/(*2)	1
vildsenův	1
Bubendorfův	1
Boskovicův	1
Prouzův_;S_/(*2a)	1
Menčlův_;S_/(*2)	1
Kinkův	1
Leskovjanův_;S_/(*2)	1
paprskův	1
Feltův	1
Šulákův_;S_/(*2)	1
Holzelův	1
Björkmanův_;S_/(*2)	1
Hermlinův	1
Kaletův_;S_/(*2a)	1
Šenfeldův	1
Čosičův_;S_/(*2)	1
McMasterův	1
Watzmannův_;S_/(*2)	1
Hulákův_;S_/(*2)	1
Rupnikův_;S_/(*2)	1
Tlamsův_;S_/(*2a)	1
odpadlíkův_/(*2)	1
Urzidilův	1
upálencův	1
Cassagneův	1
Bhuttův	1
Humpolcův	1
Aemiliův	1
Lukacsův	1
Renwickův	1
Rechabeamův	1
Brkičův_;S_/(*2)	1
sekáčův_/(*2)	1
Hughův	1
Minfordův	1
Leitzův	1
Kasaiův	1
21dolarův	1
Rózsův	1
Oroszův_;S_/(*2)	1
Esmeraldin-1_;Y_/(*4a-1)	1
Alabastrův	1
Pišlův_;S_/(*2)	1
Hanychův_;S_/(*2)	1
horoskopuchtiva	1
McGuinnessův	1
mulatčin_/(*3)	1
Grutmanův_;S_/(*2)	1
Aitkinův	1
Serraultův	1
Ballangrudův	1
Lantův	1
Petanův_;S_/(*2a)	1
spolusvědkův	1
semifinaliva	1
Munclingrův	1
Malletův_;S_/(*2)	1
Koukolíkův_;S_/(*2)	1
Eckhartův_;S_/(*2)	1
Števův	1
Woodbridgeův	1
gepardův_/(*2)	1
Astorgův	1
Wesleyanův	1
Montagueův	1
Giesův	1
Äppelův	1
metaforikův	1
Sparksův	1
Siebertův_;S_/(*2)	1
Lázničkův_;S_/(*2a)	1
Mladoň	1
rabův_/(*2)	1
Luttlingerův	1
Jehlíkův_;S_/(*2)	1
Ayerův	1
Ostenův	1
Klopstockův_;S_/(*2)	1
Heysselův_;S_/(*2)	1
Leidenfrostův	1
Varronův_;S_/(*2)	1
Croninův_;S_/(*2)	1
Blaskowitzův_;S_/(*2)	1
Fidrmucův	1
Hodanův_;S_/(*2)	1
vřešťálův_;L_/(*2)	1
Zobanův	1
Diezův	1
Rossbachův_;S_/(*2)	1
akrobatův_/(*2)	1
bajtův	1
Fifčin	1
Beaverbrook	1
Giesebrecht	1
Stojkův	1
postzosterův	1
božihódův	1
Janebův_;S_/(*2a)	1
Lakatošův_;S_/(*2)	1
Panamarenkův_;S	1
Appertův	1
Helekalův_;S_/(*2)	1
türk	1
výzkumníkův_/(*2)	1
Blážin	1
Vološinův_;S_/(*2)	1
viceguvernérův_/(*2)	1
Luegrův	1
Biedlův	1
Steelův	1
gentomycinův	1
Sučindův_;S_/(*2a)	1
Vajanův	1
platinův	1
anticytomegalovirův	1
Selmin	1
Mikatův	1
jednoserverův	1
Drzurindův	1
Kruglovův_;S_/(*2)	1
vyhazovačův_/(*2)	1
Helmuthův_;Y_/(*2)	1
Nakamurův	1
Charníkův	1
Arrowsmithův	1
Indiánův_;E_/(*2)	1
kchajův	1
spolyesterův	1
Randwulfův	1
Pelópidův	1
Selingrův_;S_/(*2)	1
motorva	1
stránkyJindřichův	1
Tynerův_;S_/(*2)	1
Kirvesniemův	1
Marquezův	1
Pisanellův	1
Pavlištíkův_;S_/(*2)	1
Trevorův_;S_/(*2)	1
Miklánkův_;S_/(*3ek)	1
Cecův	1
Gildemeisterův	1
Benettonův_;S_/(*2)	1
Frančukův_;S_/(*2)	1
loutkařův_/(*2)	1
martův	1
Nadarův_;S_/(*2)	1
Klapetkův_;S_/(*3ek)	1
Tvorkův	1
Marakujevův	1
radikálův-1_/(člověk)_(*4-1)	1
Buldozérův	1
Milnerův_;S_/(*2)	1
Holgerův_;S_/(*2)	1
Uhnákův	1
Döblinův_;S_/(*2)	1
synthetasův	1
Teunerův	1
Lányův	1
Kornišinův_;S_/(*2)	1
Kavříkův_;S_/(*2)	1
Exekiův	1
Filingerův_;S_/(*2)	1
kůžičkářův_/(*2)	1
Šroufkův	1
akutův	1
ultarafialův	1
mozartův	1
praecursorův	1
Beloffův	1
Vanžurův_;S_/(*2a)	1
Dolečkův_;S_/(*3ek)	1
Sofokol	1
Zucc	1
Otellův_;Y_/(*2o)	1
Joslinův	1
Gazdíkův_;S_/(*2)	1
Spinradův	1
Hammamův	1
Čermínův_;S_/(*2)	1
hyperlinkův	1
McClainův_;S_/(*2)	1
Quirinusův	1
učedníkův_/(*2)	1
Thurstoneův	1
Lehtův	1
Piafův_;S_/(*2)	1
Utrpenívězňův	1
Fretkův	1
doprezidentův	1
bídákův_/(*2)	1
odborářův_/(*2)	1
Brandensteinův_;S_/(*2)	1
Zubovův_;S_/(*2)	1
obův	1
Windmullerův	1
Poullainův_;S_/(*2)	1
Jisusův	1
Hlavinkův_;S_/(*2a)	1
chuchvalcův	1
Horejcův_;S_/(*2)	1
pitbulův_;L_,h_/(*2)	1
Taftův-1_;S_/(*4-1)	1
Chruničevův	1
hornův	1
Guibertův	1
Barbakanův	1
Těplovův	1
doKafkův	1
časopoutníkův_/(*2)	1
Klikův-2_;S_/(*4-2)	1
Pěnkavův-1_;S_/(*4a-1)	1
interiéův	1
Šobrův_;S_/(*2)	1
Leonořin_;Y_/(*3ra)	1
Amádeův	1
přiklepův	1
vlketův	1
McDowellův_;S_/(*2)	1
tisícpalácův	1
Slejškův	1
Durangův	1
Fingalův_;S_/(*2)	1
Lokachmanův	1
Sundellův	1
Šeremetův	1
Seeligerův_;S_/(*2)	1
Húdův	1
Kejhův_;S	1
hydroxyfenylpropanův	1
Bujakův	1
bráhmanův_/(*2)	1
Atwellův	1
Empedoklův_;S_/(*2es)	1
barčin_/(*2a)	1
kapitanův	1
Castorf	1
myslivečkův_/(*3ek)	1
Uzijáhův	1
Weckherlinův	1
Ishakowův	1
Želevův_;S_/(*2)	1
Husákusův	1
Andre	1
Daguinův	1
podokrajův	1
sopranův	1
Kametarův	1
Zehetmayerův	1
Obermajerův_;S_/(*2)	1
Vorgrimlerův	1
Rembradtův	1
Kipův	1
sněmův	1
Texasanův_;E_/(*2)	1
Sundströmův_;S_/(*2)	1
Verwimpův	1
dojmův	1
Vissarionovičův_;Y_/(*2)	1
Radcliffův_;S_/(*2)	1
Náifův	1
Teodorův_;Y_/(*2)	1
Israilovův	1
Ruszelákův_;S_/(*2)	1
Ngův	1
Hefaistův_;S_/(*2os)	1
Carlinův	1
Opukahai	1
iprimátorův	1
cíařův	1
Bridgmanův	1
flákotův	1
Diokleciánův_;Y_/(*2)	1
doomův	1
nistrův	1
předpřestavbův	1
Svartův	1
ctitelův_/(*2)	1
hlodašův	1
Iljuchinův_;S_/(*2)	1
Drebbelův	1
dostihův	1
Sádlův_;S	1
Varviův	1
Bogdanovičův_;S_/(*2)	1
Pincusův	1
Klegův	1
Wellerův_;S_/(*2)	1
Pustobajevův	1
Umbertův_;Y_/(*2o)	1
Grahameův	1
Kelloggův_;S_/(*2)	1
muezínův	1
Kincsesův	1
Wassermanův_;S_/(*2)	1
Humbletův	1
Dickinsonův_;S_/(*2)	1
Melentrichův	1
pískoštěrkův	1
Silesiův_;S	1
Azórův	1
Humprechtův_;Y_/(*2)	1
Szobelův	1
Blockbusterův	1
Ferenčákův_;S_/(*2)	1
Gotttwaldův	1
spekulantův_/(*2)	1
Quiriniův	1
Widuwaltův	1
Eratosthenův_;S	1
Senefelderův_;S_/(*2)	1
Winckelmannův_;S_/(*2)	1
couleurův	1
Kvartalnovův_;S_/(*2)	1
Míchův	1
Domesův	1
nepidžinův	1
odborva	1
Jahirův	1
Ámonův	1
stratotypův	1
Kissinův	1
Advocaatův	1
Deciův	1
GroĐmannův	1
Bollingův_;S_/(*2)	1
Plunkettův_;S_/(*2)	1
Hamříkův_;S_/(*2)	1
Cronbachův	1
Pucherův_;S_/(*2a)	1
Scriberův	1
Tanabův	1
Janatův_;S_/(*2a)	1
Sturgeonův	1
Sweeneyův	1
Albenizův	1
Cabelův	1
Petřkův	1
hnisův	1
Kotykův_;S_/(*2)	1
Schmarczův	1
Walserův_;S_/(*2)	1
Weinrichův_;S_/(*2)	1
Krutibrkův	1
Malchárkův_;S_/(*3ek)	1
Henochův_;S_/(*2)	1
strašpytlův_/(*3el)	1
Sardouův_;S_/(*2)	1
iloševičův	1
Nurejevův_;S_/(*2)	1
Takův	1
Zuccův	1
Vespasianův_;S_/(*2us)	1
grafirův	1
Paškovův	1
Wynnův	1
Alarichův_;S_/(*2)	1
prístupův	1
Tylerův_;S_/(*2)	1
Kybicův_;S_/(*2)	1
Schoppův	1
Reznor	1
Abrahamsův_;S_/(*2)	1
Gassmannův_;S_/(*2)	1
backgammonův	1
Szymanenkův	1
dinův	1
fantomův_/(*2)	1
Rodion	1
Šamánkův_;S_/(*3ek)	1
Deverauxův	1
Jančaříkův_;S_/(*2)	1
Habášův	1
Zamunerův	1
Claudiův	1
Buitenenův	1
Thénardierův	1
Palestincův_;E_/(*3ec)	1
sloupkařův_/(*2)	1
Winzlerův	1
mimův_/(*2)	1
pierotův_/(*2)	1
Vošvrdův_;S_/(*2a)	1
markentigův	1
Ábelův_;Y_/(*2)	1
Tláskalův_;S_/(*2)	1
Čouův_;S_/(*2)	1
zeStrakův	1
Meissnerův_;S_/(*3)	1
Bullittův	1
Passosův	1
pěšáčkův_/(*3ek)	1
Romariův	1
Lunsův	1
jednovrtulův	1
pupkáčův_/(*2)	1
Thünenův	1
Clémenceauův_;S	1
Šašnikův	1
Hookeův_;S	1
Lamelův	1
Rohatynův	1
Freibergův_;S_/(*2)	1
Rimsakovův_;S_/(*2)	1
protektorův_/(*2)	1
Jarošenkův_;S_/(*2o)	1
Kvintiliánův	1
Ongův	1
Enderův	1
Federův	1
Hyklův_;S_/(*2)	1
Jimramův_;S_/(*2)	1
Bartrův	1
Delbecqův	1
Soanův	1
průmyslův	1
McIntoshův-1_;S_/(*4-1)	1
Obdržálkův_;S_/(*3ek)	1
Parishův_;S_/(*2)	1
Valenčíkův_;S_/(*2)	1
lbateriův	1
písařčin_/(*3)	1
Tomisův_;S_/(*2)	1
Ĺuptákův_;S_/(*2)	1
Blankevoortův	1
spisův	1
Hrozkův_;S_/(*3ek)	1
Tropschův	1
Sabukoschk	1
Mackensenův	1
camcordérův	1
esesmanův_/(*2)	1
subbasův	1
Dunstableův	1
Tynanův	1
Jadin	1
rorschachův	1
Aničin	1
Marhanův_;S_/(*2)	1
Szarvasův	1
Boženin_;Y_/(*2a)	1
exbeatlův	1
Kalinčiakův_;S_/(*2)	1
Bredesenův_;S_/(*2)	1
ochozův	1
Lindskogův	1
Bellayův	1
Sterneův	1
podlinkův	1
Miligramův	1
jednoosův	1
Gibbův	1
asbestocementův	1
Nigerijcův_;E_/(*3ec)	1
Freiwaldův_;S_/(*2)	1
Palmeův	1
Türkyilmazův	1
tungstenův	1
Schiffererův_;S_/(*2)	1
Chaskův	1
Bargueův	1
Astorův_;S_/(*2)	1
Soleův	1
jidášův-2_/(zrádce)_(*4-2)	1
Bughasův	1
Vidmarův_;S_/(*2)	1
sedmigólův	1
Mascol	1
Zvárův_;S_/(*2a)	1
Sandersonův_;S_/(*2)	1
jägermeisterův	1
Barborkův-2_;S_/(*4a-2)	1
Pavlovičův_;S_/(*2)	1
madlův	1
Seedorfův_;S_/(*2)	1
Ošikův	1
Copleyův	1
Tlachův	1
pekelníkův_/(*2)	1
Oldřin	1
Wikův	1
Safíjův	1
raperův_/(*2)	1
Ernestinin	1
vnitroligův	1
Brombergův	1
Almodovarův_;S_/(*6óvar)	1
donnin_/(*2a)	1
Bócklinův	1
scénografův_/(*2)	1
Townshendův_;S_/(*2)	1
Čakrtův_;S_/(*2)	1
Duclosův	1
Reidův_;S_/(*2)	1
Chénierův_;S_/(*2)	1
Čecháčkův_;E_,h_/(*3ek)	1
Zinnerův_;S_/(*2)	1
abiturientův_/(*2)	1
Rashidův	1
Tempervillův	1
Bramboříkův	1
Šinozukův_;S_/(*2a)	1
Sikulův_;S_/(*2a)	1
mailův	1
Strožův_;S_/(*2)	1
Lukanův	1
zábavův	1
Berésův_;S_/(*2)	1
Münchhausenův	1
Gagernův	1
institutův_/(*2)	1
Diestelův	1
Vachtlův_;S_/(*2)	1
odběratelův_/(*2)	1
Shelvockův	1
Lebowův_;S_/(*2)	1
Grabnerův_;S_/(*2)	1
Sádátův	1
Šmidtův_;S_/(*2)	1
sumýšův	1
barierův	1
Figuerolův	1
Frippův	1
Verrocchiův	1
Krňávkův_;S_/(*3ek)	1
Horvathův	1
Tomasův_;S_/(*2)	1
Wičanhpin	1
biografův_/(*2)	1
Gersonův_;S_/(*2)	1
Djohar	1
Kylouškův_;S_/(*3ek)	1
vykonavatelův_/(*2)	1
životopiscův_/(*3ec)	1
Genauxův	1
Isidin_;S_;Y_/(*2a)	1
Dawsonův-1_;S_/(*4-1)	1
Stradalův	1
Spielberův	1
Gundův_;S_/(*2a)	1
Kobes	1
Ferrissův	1
Tourloutonův	1
extrahypotalamův	1
Koschnickův_;S_/(*2)	1
Melschisedechův	1
Arvigův	1
Šamšulův_;S_/(*2a)	1
Harbův	1
Lindbergův_;S_/(*2)	1
Forssmannův_;S_/(*2)	1
Haroonův	1
nositelčin_/(*3)	1
Měřičkův_;S_/(*2a)	1
skansenův	1
Herodasův	1
Herrerův_;S_/(*2a)	1
Santův	1
Kodorův	1
Fremundův_;S_/(*2)	1
Standíkův	1
Sivčin_;S_/(*3ka)	1
Grabbův_;S_/(*2)	1
Redmondův	1
Páclův_;S_/(*2)	1
greenhornův_,t_,h_/(nováček)_(*2)	1
Touatiův	1
Niesův	1
Hatchův_;S_/(*2)	1
Weatherallův	1
Štrajtův_;S_/(*2)	1
Gombrowizcův	1
vlásenkářův_/(*2)	1
Snijersův_;S_/(*2)	1
Caroghlanianův	1
Neesonův_;S_/(*2)	1
Nožinův_;S_/(*2a)	1
Karoyliův	1
sexappealův	1
Bilakův_;S_/(*2)	1
Möllemannův_;S_/(*2)	1
Cachinův	1
Knispelův	1
300mililitrův	1
Huškův_;S_/(*3ek)	1
Anáthapindadův	1
Gatienův_;S_/(*2)	1
Runtův_;S_/(*2)	1
Erošův	1
Hwangův	1
aluminův	1
Costacurtův	1
Dedkův_;S_/(*2a)	1
Przeczkův	1
Návratův-1_;S_/(*4-1)	1
Lamazův	1
velkoprofilův	1
Merglův_;S_/(*2)	1
Patrův	1
Reinsbergův_;S_/(*2)	1
včelařův_/(*2)	1
dvouplotnův	1
Afričanův_;E_/(*2)	1
Kloboukův-1_;S_/(*4-1)	1
Stanův	1
Benderův-1_;S_/(*4-1)	1
čův	1
dvoukojův	1
polypův_/(*2)	1
viníkův_/(kdo_je_vinen/vinna)_(*2)	1
Snakeův	1
Annan	1
Veškův	1
spodkův_/(*3ek)	1
Daníkův_;S_/(*2)	1
Jägr	1
Mazancův-1_;S_/(*5ec-1)	1
Zavadilův_;S_/(*2)	1
desítiminutův	1
Bakusův_;S_/(*2)	1
tcův	1
Hučelův	1
Canallettův	1
Breberův_;S_/(*2)	1
Izetbegovicův	1
Carossův	1
Dzin	1
Ruddockův_;S_/(*2)	1
Miloševičevův	1
pobalíčkův	1
Oplův	1
Ederův	1
Mozoňův	1
vyznavačův_/(*2)	1
delegátův_/(*2)	1
Sheppardův_;S_/(*2)	1
Hebbův	1
chatařův_/(*2)	1
Bertillonův	1
Alströmův	1
Stumpffův	1
Konradinův	1
streetbalův	1
Coatesův	1
Šatovův	1
Cattaneův	1
Šabatkův	1
gazdin	1
wuův	1
Jurandův	1
sršatcův_/(*3ec)	1
Šimuničův_;S_/(*2)	1
Hajkův_;S	1
715tunův	1
bilbordův	1
Spicerův_;S_/(*2)	1
Šidlův_;S_/(*2a)	1
Yelvertonův	1
třícentimentrův	1
opravdův	1
sendičův	1
Rudkinův_;S_/(*2)	1
komodorův_/(*2)	1
Alcanův	1
kolodionův	1
Kapfererův_;S_/(*2)	1
Gromešův_;S_/(*2)	1
archeo1ogův	1
Meredithův	1
Veddův	1
Winternitzův	1
Študlarův_;S_/(*2)	1
Třešnákův	1
Tesárkův_;S_/(*3ek)	1
Numanův_;S_/(*2)	1
Mishimův	1
iDvořákův	1
Hubertusův	1
Rydvalův_;S_/(*2)	1
Funkův_;S_/(*2a)	1
přeletava	1
Štverkův	1
Bedrichův	1
Shiffmanův	1
Stowův	1
Marfanův_;S_/(*2)	1
kundičkův	1
hallův	1
jezevcův_/(*3ec)	1
Sejmonův	1
Beinhartův	1
kunův	1
Garfieldův_;S_/(*2)	1
Bystrovův_;S_/(*2)	1
Tichonův_;S_/(*2)	1
Lubomírův_;Y_/(*2)	1
gisův	1
Amagatův	1
chocholíkův_/(*2)	1
rockpopův	1
Gonzalesův_;S_;Y_/(*2)	1
Dafoeův	1
Rossmannův_;S_/(*2)	1
Kimball	1
Fabianův_;Y_/(*4án)	1
kyklopův_/(*2)	1
Božčin_;Y_/(*3ka)	1
Lyčkův_;S_/(*2a)	1
Hoffmanstahlův	1
Castelliův	1
patrončin_/(*3ka)	1
Couéův	1
Žofčin_;Y_,h_/(*3ka)	1
Kirmasovův	1
Ruisdaelův_;S_/(*2)	1
Schweigerův_;S_/(*2)	1
Ochsův	1
gighamův	1
Priščákův_;S_/(*2)	1
Faderlíkův	1
Šulikův	1
Mattin_;Y_/(*2a)	1
bezhřibův	1
Csernusův	1
Updikův	1
Neapolitánův_;E_/(*2)	1
protipřestavbův	1
aBabenkův	1
chryzoberylův	1
záchranářův_/(*2)	1
Dunův-1_;S_/(*4a-1)	1
Vermův	1
kruhův	1
alergikův_/(*2)	1
Ingeův	1
Balejův_;S_/(*2)	1
Callotův	1
Denktašův_;S_/(*2)	1
kondukátorův	1
Schielův_;S_/(*2)	1
Boorstinův	1
Wolaninův	1
Hrčkův_;S_/(*2a)	1
šedesátimetrákův	1
Malajšův	1
Životův_;S_/(*2a)	1
Lenstrův	1
Hilmerův_;S_/(*2)	1
Pachénkův	1
Tillströmův_;S_/(*2)	1
Simondsův	1
Childersův	1
Creangův_;S_/(*2)	1
580korunův	1
reformátorův_/(*2)	1
Musial	1
Hurychův_;S_/(*2)	1
polostránkův	1
Madernův_;S_/(*2a)	1
iTournierův	1
delikventův_/(*2)	1
Karnaghův	1
Braboříkův	1
Ceaucesk	1
Patonův	1
Hutlův_;S_/(*2)	1
Mesičův_;S_/(*2)	1
Flinckův	1
Bindíkův_;S_/(*2)	1
Caudronův	1
plexniva	1
Perneckerův	1
Syagriův	1
Krýlův_;S_/(*2)	1
Valouškův_;S_/(*3ek)	1
Koepenův	1
rostbífův	1
Bubackův	1
Pešoutův_;S_/(*2)	1
LaRoucheův	1
Goebelův	1
Bařinkův_;S_/(*2a)	1
Muchowův	1
Šreberův	1
Adertonův	1
Zechnerův_;S_/(*2)	1
surrealistův_/(*2a)	1
starostčin_/(^FM*2a)_(*3ka)	1
Adinin_;Y_/(*2a)	1
Kumstátův_;S_/(*2)	1
Wyntonův	1
Matuchův_;S_/(*2a)	1
Anděrův_;S_/(*2a)	1
trestančin_,s_/(*3ka)	1
Symův_;Y_/(*2)	1
Klinghofferův_;S_/(*2)	1
Theokritův	1
cellobiosův	1
Dazsarův	1
Berkelův	1
Baumrukův_;S_/(*2)	1
LeWittův	1
Eskymákův_;E_/(*2)	1
Africanův	1
Kreónův	1
Pejmlův_;S_/(*2)	1
Elytisův	1
pomečančův	1
Samochvalovův	1
Surikovův_;S_/(*2)	1
Labbadiův	1
Curův	1
Boasův_;S_/(*2)	1
iluzionistův_/(*2a)	1
Vespalcův	1
Denisonův	1
Dejnekův	1
Hascheidův	1
Krlešův	1
Wornerův	1
Kolesnikovův_;S_/(*2)	1
Palkův_;S	1
Špuntadelin	1
Butkův_;S_/(*2a)	1
Collectorův	1
Chuneferův	1
Nazifův	1
gumotexův	1
Pińerův	1
Clavierův	1
Weissmanův_;S_/(*2)	1
Corsův	1
Kuprinův_;S_/(*2)	1
Bastenův_;S_/(*2)	1
Loewenbachův	1
krinoidův_;L_/(živočich)_(*2)	1
jablúčkův	1
pasteurův	1
opravářův_/(*2)	1
vývrhův	1
Bodtův	1
Geffertův_;S_/(*2)	1
děvčin_/(*3ka)	1
cetrisův	1
sprechgesangův	1
stánkařův_/(*2)	1
Humlův_;S_/(*2)	1
Sarastrův_;S_/(*2o)	1
Kandrašův	1
probitův	1
strážníkpův	1
Landuytův	1
Žalmánkův_;S_/(*3ek)	1
trestancův_/(*3ec)	1
Bayonův	1
Ellemannův_;S_/(*2)	1
Rožkův_;S_/(*3ek)	1
Dullinův_;S_/(*2)	1
Matschův	1
kremlinologův	1
iDuškův	1
Liviův_;S_/(*2us)	1
Chuyenův	1
plavovlásčin_/(*3ka)	1
Kadlubův	1
Chattabův	1
Ďablův	1
Ollenderův_;S_/(*2)	1
Kirillův_;Y_/(*2)	1
Gudleifr	1
Folsomův	1
popelářův_/(*2)	1
vnitrosystémův	1
Udajův	1
pětitónův	1
Župníkův_;S_/(*2)	1
Fouquetův_;S_/(*2)	1
Heindlerův_;S_/(*2)	1
Bobičův_;S_/(*2)	1
Brunerův_;S_/(*2)	1
věštcův_/(*3ec)	1
Sylviův	1
Bayernův	1
Mátukův	1
Olssonův_;S_/(*2)	1
Burlakovův_;S_/(*2)	1
Uptonův_;Y_,t_/(*2)	1
Hásslerův_;S_/(*2)	1
Kumbleův	1
Krápníkův	1
Peheův	1
Pasekův-1_;S_/(*4a-1)	1
podřádkův	1
Sabattierův	1
Weinebrgerův	1
tisícikilogramův	1
shepherdův	1
Welinův	1
Manoličův	1
Rimbaudeův	1
psovodův_/(*2)	1
nažánrův	1
Kubrův_;S_/(*2)	1
tiskařův_/(*2)	1
Bodnerův_;S_/(*2)	1
Harův	1
Jarreův	1
Sparafucileův	1
Pradjumnův	1
Burchellův	1
Froehlichův	1
Areův	1
Mattisův_;S_/(*2)	1
Kealiiahonuiův	1
Gustův-1_;Y_,h_/(*4a-1)	1
Hegenův_;S_/(*2)	1
protonův	1
Dubinův_;S_/(*2a)	1
Kreuzmannův_;S_/(*2)	1
Belcákův_;S_/(*2)	1
Yalův	1
Peregrinův_;S	1
Franken	1
hrbáčův_/(*2)	1
Leloupův	1
Prometheův_;S_/(*6étheus)	1
Riplův_;S_/(*2)	1
Šakarovův_;S_/(*2)	1
Paesův	1
Guillomův	1
Onšův	1
Somervillův	1
Ogdenův	1
Annášův_;S_/(*2)	1
Winfieldův_;S_/(*2)	1
bílorůžův	1
Šimunův_;S_/(*2)	1
fotrův_/(*2)	1
Geraldinův	1
Veronin	1
Merlův	1
Drápův-1_;S_/(*4-1)	1
Přibilův_;S_/(*2)	1
Hršelův_;S_/(*2)	1
Giosuův	1
rodičův	1
Železův	1
říkalosl	1
Kublův_;S_/(*2a)	1
Zamykalův	1
Murgašův	1
Sojčákův_;S_/(*2)	1
Liškinův	1
Šleglův_;S_/(*2)	1
Othelův	1
tonův	1
pozistorův	1
Muchnův_;S_/(*2a)	1
Botwinov	1
Askaniův	1
Kuršův_;S_/(*2)	1
Haushofferův	1
Chutův	1
Nomův	1
bohatýrův_/(*2)	1
tkalcův_/(*4dlec)	1
Bohmanův_;S_/(*2)	1
Gaigerův	1
Vytopilův	1
Priščopův	1
oligonukletidův	1
Träbertův	1
vitrajův	1
Signoret	1
Jourdanův	1
Rösnerův_;S_/(*2)	1
Siagův	1
Anchísův	1
Pizzarův	1
Henrotův	1
Monomachův_;S_/(*2)	1
podpokožkův	1
Makumbův	1
Cortesův_;S_/(*2)	1
gólův	1
Sedalův_;S_/(*2)	1
Woktnerův_;S_/(*2)	1
Pavisův	1
Hardenbergův	1
Vesva	1
Italčin_;E_/(*3)	1
Žaloudkův_;S_/(*3ek)	1
Silviův	1
Champlainův_;S_/(*2)	1
Vrábelův_;S_/(*2)	1
nahodin	1
Steigerův_;S_/(*2)	1
Slovanův-1_;E_/(*4-1)	1
Stankiewiczův_;S_/(*2)	1
Lavočkinův_;S_/(*2)	1
Nogův_;S_/(*2a)	1
Vaihingerův	1
Shaftův	1
Garrickův	1
Tomášikův_;S_/(*2)	1
Havlčkův	1
Kraskův_;S	1
teologův_/(*2)	1
Zikuškův_;S_/(*2a)	1
Eisenbeisův	1
hamburgrův	1
svetův	1
trojmandátův	1
širokoprostorův	1
Srdínkův_;S	1
Dymův_;S_/(*2a)	1
Bouvetův_;G	1
Cavacův	1
naSmetanův	1
Pochylův	1
Pivovarovovův	1
Apraksinův	1
průduchův	1
Cyrnerův	1
dvoulotův	1
Pakenhamův	1
Šafárikův_;S_/(*2)	1
Maddenův	1
junkerův_/(*2)	1
Swartsův	1
Maksymiuk	1
Dangrudův	1
Krišlův_;S	1
Grymův_;S_/(*2)	1
Cárdenasův	1
Fainův	1
Shankarův_;S_/(*2)	1
danův-1_/(mistr_a_učitel_karate_a_jiných_sportů)_(*4-1)	1
Damiánův_;S_/(*2)	1
Rouyeurův	1
Thielův	1
Konstantinovův_;S_/(*2)	1
chrostíkův_/(*2)	1
Gumperzův	1
Hebbelův_;S_/(*2)	1
Montaign	1
Chalifmanův	1
Hilbergův_;S_/(*2)	1
Slaváčkův	1
tatíčkův_/(*3ek)	1
Giscardův_;S_/(*2)	1
Dunkův_;S_/(*2a)	1
Roboámův	1
Donnovanův	1
Menziesův	1
