lemma:	##
inženýrův_/(*2)	9
Strehlerův_;S_/(*2)	9
psův_/(zvíře)_(*3es)	9
Ringhofferův_;S_/(*2)	9
Cantonův_;S_/(*2a)	9
Drndálkův_;S_/(*3ek)	9
Mackerrasův_;S_/(*2)	9
Menclův_;S_/(*2)	9
Haleův_;S_/(*2)	9
Štefkův_;S_/(*3ek)	9
Genscherův_;S_/(*2)	9
interpretův_/(*2)	9
Okudžavův_;S_/(*2a)	9
primářův_/(*2)	9
Scherhauferův_;S_/(*2)	9
Nansenův_;S_/(*2)	9
Vitáskův_;S_/(*3ek)	9
Tykačův_;S_/(*2)	9
Nekvasilův_;S_/(*2)	9
Topinkův-1_;S_/(*4a-1)	9
Betův	9
Henleův	9
Meinlův_;S_/(*2)	9
Gilliamův_;S_/(*2)	9
Lévinasův_;S_/(*2)	9
Voleníkův_;S_/(*2)	9
Bronsonův_;S_/(*2)	9
Kasparovův_;S_/(*2)	9
sršňův	9
Jílkův_;S_/(*3ek)	9
Kalistův_;S_/(*2a)	9
Jírovcův-1_;S_/(*5ec-1)	9
Brožkův_;S_/(*3ek)	9
Skočův_;S	9
Čuprův_;S_/(*2)	9
Budkův-1_;S_/(*4a-1)	9
Kolowratův_;S_,x_/(*6vrat)	9
Tateův	9
Magrittův_;S	9
Grecův_;S_/(*2)	9
Kostkův-1_;S_/(*4a-1)	9
Büchnerův_;S_/(*2)	9
Závišův_;Y_/(*2)	9
Langerův_;S_/(*2)	9
Roentgenův_;S_/(*2)	9
Maupassantův_;S_/(*2)	9
Rafaelův_;Y_/(*2)	9
Šírkův_;S_/(*3ek)	9
Chandlerův_;S_/(*2)	9
kameníkův_/(*2)	9
Havlíkův_;S_/(*2)	9
Gillarův_;S_/(*2)	9
právníkův_/(*2)	9
Tristanův_;Y_/(*2)	9
Bubkův_;S_/(*2a)	9
Kaločův_;S_/(*2)	9
partnerčin_/(*3ka)	9
tanečníkův_/(*2)	9
Tzarův_;S_/(*2a)	9
Dobalův_;S_/(*2a)	9
Heinzův_;Y_/(*2)	9
Emersonův_;S_/(*2)	9
Akihitův_;S_/(*2o)	9
Wonkův_;S_/(*2a)	9
Beaufortův_;S_/(*2)	9
Hopkinsův_;S_/(*2)	9
Habrmanův_;S_/(*2)	9
Prokrustův_;S_/(*2és)	9
Vavrečkův_;S_/(*2a)	9
Pilonův_;S_/(*2)	9
Kucharčíkův_;S_/(*2)	9
Torgyánův_;S_/(*2)	9
Preislerův_;S_/(*2)	9
Bowmanův_;S_/(*2)	9
Rollinsův_;S_/(*2)	9
Zetkův_;S_/(*3ek)	9
Tusarův_;S_/(*2)	9
Klinsmannův_;S_/(*2)	9
Vaňhalův_;S_/(*2)	9
Clausewitzův_;S_/(*2)	9
Pittnerův_;S_/(*2)	9
Lubinův_;S_/(*2a)	9
Osbornův_;S_/(*2e)	9
Hudečkův_;S_/(*3ek)	9
Pompidouův_;S	9
Lesterův_;S_/(*2)	9
Ráczův_;S_/(*2)	9
Hambův_;S_/(*2)	9
Šerpoňův	9
Skovajsův_;S_/(*2a)	9
Adonisův_;S_;Y_/(*2)	9
Hajrikjanův	9
Murajamův	9
Kofoedův	9
štolbův_/(*2a)	9
Menuhinův_;S_/(*2)	9
žákův_/(*2)	9
Petiškův_;S_/(*2a)	9
Jorgův_;S_/(*2)	9
Johanssonův_;S_/(*2)	9
Hersantův_;S_/(*2)	9
Simonin_;Y_/(*2a)	9
Rugovův_;S_/(*2a)	9
Ďagilevův_;S_/(*2)	9
Toulcův_;S_/(*3ec)	9
Pejcharův_;S_/(*2)	9
Knoflíčkův-1_;S_/(*5ek-1)	9
Meierův_;S_/(*2)	9
Miloševicův_;S_/(*2)	9
Alinčův_;S_/(*2)	9
Fojtíkův_;S_/(*2)	9
Perretův_;S_/(*2)	9
Danielčin_;Y_/(*3ka)	9
Dientzenhoferův_;S_/(*2)	9
Shainův_;S_/(*2)	9
Firtův_;S_/(*2)	9
Goldstückerův_;S_/(*2)	9
Moniččin_;Y_,e_/(*3ka)	9
c'ův	9
Semmelweisův_;S_/(*2)	9
Goodmanův_;S_/(*2)	9
Holaňův_;S	9
Šulcův_;S_/(*2)	9
Waitsův_;S_/(*2)	9
Provisův_;S_/(*2)	9
Melvillův_;S_/(*2)	9
Binghamův-1_;S_/(*4-1)	9
Réeův	9
spoluhráčův_/(*2)	9
Midasův_;Y_/(*2)	9
presidentův_,x_/(*8zident)	9
Lautnerův_;S_/(*2)	9
Silverův_;S_/(*2)	9
Vondráčkův_;S_/(*3ek)	9
Kyselův_;S_/(*2a)	9
Vládíčkův_;Y_,e_/(*3ek)	9
Sobotkův_;S_/(*2a)	9
Setonův_;S_/(*2)	9
Carlssonův_;S_/(*2)	9
Šípův_;S_/(*2)	9
Trinerův_;S_/(*2)	9
Milův_;S_/(*2)	9
Sanchezův_;S_/(*2)	9
Záhořův_;Y_/(*2)	9
Messiaenův_;S_/(*2)	9
Tichonovův_;S_/(*2)	9
Bartův_;S_;Y_/(*2a)	9
Šlupinův_;S_/(*2a)	9
Žbirkův_;S_/(*2a)	9
Nodelmanův_;S_/(*2)	9
Prescottův_;S_/(*2)	9
Boccacciův_;S_/(*2o)	9
Pekárkův_;S_/(*3ek)	9
Kopačův_;S_/(*2)	9
Waalsův_;S_/(*2)	9
Bechyňův_;S	9
pelikánův_/(*2)	9
Kisanův	9
Grimmův_;S_/(*2)	9
služčin_/(*4ha)	9
Australanův_;E_/(*2)	9
Márův_;S_/(*2a)	9
Kiričenkův_;S_/(*2o)	9
Wallingerův_;S_/(*2)	9
Repinův_;S_/(*2)	9
Svojsíkův_;S_/(*2)	9
barmanův_/(*2)	9
Hřebíčkův-1_;S_/(*5ek-1)	9
Kuglerův_;S_/(*2)	9
Salinasův_;S_/(*2)	9
Klecanův_;S_/(*2)	9
Ládinův_;S_/(*2)	9
Boudův-1_;S_/(*4a-1)	9
hejtmanův_/(*2)	9
Mayerův_;S_/(*2)	9
Mráčkův_;S_/(*3ek)	9
Harveyův	9
Arturův_;Y_/(*2)	9
Cordův_;S_/(*2a)	9
Ostrakovův_;S_/(*2)	9
Poův_;S	9
Andrejův_;Y_/(*2)	9
oběšencův_/(*3ec)	9
Štaidlův_;S_/(*2)	9
Gullitův_;S_/(*2)	9
Pernerův_;S_/(*2)	9
Goncourtův_;S_/(*2)	9
Mansellův_;S_/(*2)	9
kův	9
Peřinův-1_;S_/(*4a-1)	9
Artušův_;S_/(*2)	9
Levinův_;S_/(*2)	9
Weisův_;S_/(*2)	9
Ivanelův	9
Milletův_;S_/(*2)	9
carevnin	9
Battěkův_;S_/(*2)	9
Willisův_;S_/(*2)	9
Glinkův_;S_/(*2a)	9
Sunjatsenův_;S_/(*2)	9
adresátův_/(*2)	9
Mandelštamův_;S_/(*2)	9
Sibylin_;Y_/(*2a)	9
Salzmannův_;S_/(*2)	9
Frimlův_;S_/(*2)	9
Kukletův_;S_/(*2a)	9
Swannův_;S_/(*2)	9
Boušův_;S_/(*2a)	9
Zvěřinův-1_;S_/(*4a-1)	9
Šatalinův_;S_/(*2)	9
Marvanův_;S_/(*2)	9
dobráčkův_/(*3ek)	9
Kahánkův_;S_/(*3ek)	9
Lindin_;Y_/(*2a)	9
šamanův_/(*2)	9
Galoisův	9
Klimešův_;S_/(*2)	9
Natašin_;Y	9
Valešův_;S_/(*2)	9
Hanzíkův_;S_/(*2)	9
Hejdův_;S_/(*2a)	9
příjemcův_/(*2e)	9
Ralphův_;S_/(*2)	9
Sigmundův_;Y_/(*2)	9
Lubbersův_;S_/(*2)	9
Svatoslavův_;Y_/(*2)	9
Kottův_;S_/(*2)	9
Horvatův_;S_/(*2)	9
Obajdinův_;S_/(*2)	9
Mikhelův	9
Krýzův_;S_/(*2a)	9
Ranariddhův	9
Gregorův_;S_/(*2)	9
Mohrův_;S_/(*2)	9
Hermanův_;S_/(*2)	9
Fujdiarův_;S_/(*2)	9
Ťiangův_;S_/(*2)	9
Tantalův_;S_;Y	9
Novalisův_;S_/(*2)	9
Lienův	9
Hoganův_;S_/(*2)	9
tungův	9
bábin_/(*2a)	9
Fridrichův_;Y_/(*2)	9
Vavřincův_;Y_/(*3ec)	8
Abdalláhův_;S_/(*2)	8
Olsenův_;S_/(*2)	8
zajíčkův_/(*3ek)	8
Duncanův_;S_/(*2)	8
Šilingrův_;S_/(*2)	8
Booleův_;S_/(*2)	8
Weinbergův_;S_/(*2)	8
Hamrlíkův_;S_/(*2)	8
Rothkův_;S	8
Dorůžkův_;S_/(*2a)	8
Cikánův_;E_/(*2)	8
Vidímův_;S_/(*2)	8
střelcův_/(*3ec)	8
Schelerův_;S_/(*2)	8
Skaličkův_;S_/(*2a)	8
Brunův_;S_;Y_/(*2o)	8
kalousův_/(*2)	8
velmistrův_/(*2)	8
Krebsův_;S_/(*2)	8
Powellův_;G_;S_/(*2)	8
Slobodníkův_;S_/(*2)	8
Bretholzův_;S_/(*2)	8
Goldblattův_;S_/(*2)	8
Wallyův	8
Baalův_;S_/(*2)	8
provazníkův_/(*2)	8
Kotůlkův_;S_/(*3ek)	8
Bildtův_;S_/(*2)	8
Zaorálkův_;S_/(*3ek)	8
Mahathirův	8
revivalův	8
Defoeův_;S	8
Heinův_;S_/(*2)	8
Hofmannsthalův_;S_/(*2)	8
Zorčin_;Y_/(*3ka)	8
Čulíkův_;S_/(*2)	8
Marivauxův_;S_/(*2)	8
hodinářův_/(*2)	8
virův	8
Chvojkův_;S_/(*2a)	8
Arthurův_;Y_/(*2)	8
Kysilkův_;S_/(*2a)	8
Nashův_;S_/(*2)	8
Maděrův_;S_/(*2a)	8
notářův_/(*2)	8
Barankův_;S_/(*3ek)	8
Nohův_;S_/(*2a)	8
Giggsův_;S_/(*2)	8
Balfourův_;G_/(*2)	8
Paničův_;S_/(*2)	8
Korandův_;S_/(*2a)	8
Mathewsův_;S_/(*2)	8
Hamšíkův_;S_/(*2)	8
Leopoldin_;Y_/(*2a)	8
Vogtsův	8
Waldemarův_;Y_/(*2)	8
policajtův_/(*2)	8
Ipaťjevův_;S_/(*2)	8
Deanův_;Y_/(*2)	8
evangelistův_/(*2a)	8
muezzinův_/(*2)	8
Ajvazův_;S_/(*2)	8
Gibbsův_;S_/(*2)	8
Haukwitzův_;S_/(*2)	8
Kokoschkův_;S_/(*2a)	8
iv	8
Bémův_;S_/(*2)	8
Emmerichův_;S_;Y_/(*2)	8
Gruberův_;S_/(*2)	8
desátníkův_/(*2)	8
Stjörnvalssonův	8
Wichterlův_;S_/(*2e)	8
Yeatsův_;S_/(*2)	8
Lautréamontův_;S_/(*2)	8
Rejžkův_;S_/(*3ek)	8
Pátkův_;S_/(*3ek)	8
Šubrtův_;S_/(*2)	8
Valtrův_;S_;Y_/(*3er)	8
Rachmaninův_;S_/(*2)	8
Šimáčkův_;S_/(*3ek)	8
Auerův_;S_/(*2)	8
McVeighův	8
úderníkův_/(*2)	8
dlabačův_/(*2)	8
Neilův_;Y_/(*2)	8
Nemův_;S_/(*2o)	8
strážmistrův_/(*2)	8
Olinčin_;Y_/(*3ka)	8
Volfův_;S_/(*2)	8
Očenášův_;S_/(*2)	8
Nelsonův_;S_/(*2)	8
Hejdukův_;S_/(*2)	8
Brdečkův_;S_/(*2a)	8
Lenzův_;S_/(*2)	8
Kirchnerův_;S_/(*2)	8
Scrutonův_;S_/(*2)	8
Potužilův_;S_/(*2)	8
Balabánův_;Y_/(*2)	8
Archimeděnkův_;S_/(*2o)	8
Berriganův_;S_/(*2)	8
Schnitzlerův_;S_/(*2)	8
Cageův_;S	8
léčitelův_/(*2)	8
Tuckerův_;S_/(*2)	8
Kotkův_;S_/(*3ek)	8
Vinnetouův_;S_/(*2)	8
Grekův_;S	8
Laclosův_;S_/(*2)	8
Piklův_;S_/(*2)	8
Pipinův_;S_/(*2)	8
Winklerův_;S_/(*2)	8
Rebečin_;Y	8
Braunerův_;S_/(*2)	8
Ubertinův_;S_/(*2)	8
barvičův_/(*2)	8
Hamiltonův_;S_/(*2)	8
Ransdorfův_;S_/(*2)	8
Janajevův_;S_/(*2)	8
Kulikovův_;S_/(*2)	8
Chávezův_;S_/(*2)	8
Mariannin-2_;Y_/(*4a-2)	8
Vavákův_;S_/(*2)	8
Renův_;S_/(*2)	8
Sungův_;S_/(*2)	8
Thomův_;Y_/(*2)	8
Nimcovičův_;S_/(*2)	8
Pařízkův-1_;S_/(*5ek-1)	8
Portnoyův_;S_/(*2)	8
Hasanův_;S_/(*2)	8
Petersonův_;S_/(*2)	8
Kotlerův_;S_/(*2)	8
Coulombův_;S_/(*2)	8
monarchův_/(*2a)	8
Wallaceův_;S	8
prodejcův_/(*2e)	8
Izajášův_;S_/(*2)	8
Scofieldův_;S_/(*2)	8
laureátův_/(*2)	8
Matuškův_;S_/(*3ek)	8
Grillparzerův_;S_/(*2)	8
Spencerův_;S_/(*2)	8
Kristýnin_;Y_/(*2a)	8
Luďkův_;Y	8
Šarbochův_;S_/(*2)	8
Schichtův_;S_/(*2)	8
Mordechajův_;S_/(*2)	8
Skokův-1_;S_/(*4-1)	8
Zátkův_;S_/(*2a)	8
Čingischánův_;S_/(*2)	8
Kalandrův_;S_/(*2a)	8
Kurosawův_;S_/(*2a)	8
Moldanův_;S_/(*2)	8
Kukulův_;S_/(*2a)	8
dřevorubcův_/(*3ec)	8
Websterův_;S_/(*2)	8
Mařatkův_;S_/(*2a)	8
Petříkův_;S_;Y_/(*2)	8
škorpilův_/(*2)	8
Fosterův_;S_/(*2)	8
Šešeljův_;S_/(*2)	8
Leighův_;S	8
Cavanův_;S_/(*2)	8
Rameauův_;S	8
Jarčin_;Y_,h_/(*3ka)	8
dův	8
Kořánův_;S_/(*2)	8
senův	8
Hakenův_;S_/(*2)	8
papánkův_,h_/(*3ek)	8
Kamilčin_;Y_/(*3ka)	8
Cagašův_;S_/(*2)	8
Wardův_;S_/(*2)	8
uchazečův_/(*2)	8
Janicin	8
svědkův_/(*3ek)	8
Běhounkův_;S_/(*3ek)	8
Antipovův_;S_/(*2)	8
Brandův_;S	8
Kropáčkův_;S_/(*3ek)	8
Gašparovičův_;S_/(*2)	8
earlův_/(*6jarl)	8
Čchenův_;S_/(*2)	8
Rocardův_;S_/(*2)	8
Krondlův_;S_/(*2)	8
Lorberův_;S_/(*2)	8
Rundstedtův_;S_/(*2)	8
Theův	8
Palárikův_;S_/(*2)	8
gayův_/(*2)	8
Oshův_;S	8
Villonův_;S_/(*2)	8
Svítkův-1_;S_/(*5ek-1)	8
Solovjevův_;S_/(*2)	8
pradědečkův_/(*3ek)	8
Kounův_;S_/(*2)	8
Viklefův_;S_/(*2)	8
Parnellův_;S_/(*2)	8
Křesalův_;S_/(*2a)	8
Oldův_;Y_/(*2a)	8
Loachův_;S_/(*2)	8
Čejkův-1_;S_/(*4a-1)	8
Laudrupův_;S_/(*2)	8
Yilmazův_;S_/(*2)	8
tchýnin_,h_/(^IN*2ě)	8
Spytihněvův_;Y_/(*2)	8
hnidopichův_/(*2)	8
Salingerův_;S_/(*2)	8
Wittlinův_;S_/(*2)	8
pavlínin_/(*2a)	8
Traklův_;S_/(*2)	8
Parmenidův_;S	8
Rostropovičův_;S_/(*2)	8
Köhlerův_;S_/(*2)	8
Talířův_;S_/(*2)	8
výtvarničin-1_/(výtvarný_umělec)_(*6ík-1)	8
Sellersův_;S_/(*2)	8
Maruščin_;Y_/(^DI*4ie-1)_(*3ka)	8
Frommův_;S_/(*2)	8
Mittererův_;S_/(*2)	8
Frischův_;S_/(*2)	8
Bartončíkův_;S_/(*2)	8
Arnoldův_;Y_,t_/(*2)	8
Fairaizlův_;S_/(*2)	8
romantikův_/(*2)	8
Shubikův_;S_/(*2)	8
Goldbergerův_;S_/(*2)	8
Dominikův_;Y_/(*2)	8
Réův_;S_/(bůh_Slunce)_(*2)	8
Antoniin_;Y_/(*2e)	8
koučův_/(*2)	8
Brošův_;S_/(*2)	8
Morinův_;S_/(*2)	8
Theodorův_;Y_/(*2)	8
Rejchův_;S_/(*2a)	8
Kokoliův_;S_/(*2a)	8
Drahobejlův_;S_/(*2)	8
pastorův_/(*2)	8
Vaughanův_;S_/(*2)	8
synovcův_/(*3ec)	8
Šebestův_;S_/(*2a)	8
Baconův_;S_/(*2)	8
Cushingův-1_;S_/(*4-1)	8
Bishopův-1_;S_/(*4-1)	8
Wattův_;S_/(*2)	8
Hammondův_;S_/(*2)	8
Vítův_;Y_/(*2)	8
Fílův_;S_/(*2a)	8
pchingův	8
Slavatův_;S_/(*2a)	8
Šiklův_;S_/(*2)	8
Cabiriin_;Y_,t	8
Daumalův_;S_/(*2)	8
Goyenův_;S_/(*2)	8
Mandlerův_;S_/(*2)	8
Kratinův_;S_/(*2a)	8
Mukův_;S_/(*2)	8
Hiršalův_;S_/(*2)	8
Lindrosův_;S_/(*2)	8
arabův_/(*2)	8
Kolodkův_;S_/(*2o)	8
Baggiův_;S	8
investorův_/(*2)	8
Carusův_;S_/(*2o)	8
Hrazděrův_;S_/(*2a)	8
exterierův	8
Ejzenštejnův_;S_/(*2)	8
Veronesův_;S_/(*2e)	8
Jirousův_;S_/(*2)	8
Šabatův_;S_/(*2a)	8
Grawitzův_;S_/(*2)	8
andělův	8
Dudychův_;S_/(*2a)	8
Pepíkův_;Y_/(*2)	8
Borodinův_;S_/(*2)	8
Ptolemaiův_;S	8
Mohoritův_;S_/(*2a)	8
Víškův_;S_/(*3ek)	8
Buriánkův_;S_/(*3ek)	8
Voloďův_;Y_/(*2a)	8
Poštulkův_;S_/(*2a)	8
Kurzův-1_;S_/(*4-1)	8
Karamazovův_;S_/(*2)	8
Seagalův_;S_/(*2)	8
Maslowův_;S_/(*2)	8
Voltův-2_;S_/(*4a-2)	8
Klapkův_;S_/(*2a)	8
Bartákův_;S_/(*2)	8
Pakulův_;S_/(*2a)	8
Matvějův_;S_/(*2)	8
Ríšův_/(^UV*2a)	8
Bellowův_;S_/(*2)	8
Meyrinkův_;S_/(*2)	8
Forsythův_;S	8
Gráfův_;S_/(*2)	8
Geronimův_;S	8
Delacroixův_;S_/(*2)	8
Babbittův_;S_/(*2)	8
Petrarkův_;S_/(*2a)	8
Linkův_;S_/(*2)	8
Doškův_;S_/(*3ek)	8
Kaiserův_;S_/(*2)	8
Baumův_;S_/(*2)	8
Šteindlerův_;S_/(*2)	8
Venclův_;S_/(*2)	8
Ančerlův_;S_/(*2)	8
Daviesův_;S_/(*2)	8
Zapův_;S_/(*2a)	8
Panenkův-1_;S_/(*4a-1)	8
Indrův_;S_/(*2a)	8
Bouškův_;S_/(*3ek)	8
valnohův_,n_/(*2a)	8
Putinův_;S_/(*2)	8
uhlířův_/(*2)	8
Diasův_;S_/(*2)	8
Weillův_;S_/(*2)	8
Nicholasův_;Y_/(*2)	8
Tournierův_;S_/(*2)	8
Wendersův_;S_/(*2)	8
Garfunkelův_;S_/(*2)	8
Baumanův_;S_/(*2)	8
Wylerův_;S_/(*2)	8
Jeffersonův_;S_/(*2)	8
kastelánův_/(*2)	8
Kabátův_;S_/(*2)	8
Margaretin_;Y_/(*2a)	8
Ritterův_;S_/(*2)	8
Žídkův_;S_/(*3ek)	7
Valtův_;S_/(*2a)	7
Gertin_;Y_,t_/(*2a)	7
Errolův	7
pilařův_/(*2)	7
Kirschbaumův_;S_/(*2)	7
Hurvínkův_;Y_/(*3ek)	7
Jóbův	7
Tkáčův_;S_/(*2)	7
Charpentierův_;S_/(*2)	7
Fahrenheitův_;S_/(*2)	7
Davídkův_;Y_/(*3ek)	7
Daliborův_;Y_/(*2)	7
Durayův_;S_/(*2)	7
Clydeův	7
Pollockův_;S_/(*2)	7
svůdcův_/(*2e)	7
Dientsbierův_;S_/(*2)	7
Diorův_;S_/(*2)	7
Jamkův-1_;S_/(*4a-1)	7
Kremerův_;S_/(*2)	7
Muzikářův_;S_/(*2)	7
Šavlův_;S_/(*3el)	7
nadporučíkův_/(*2)	7
Lamertzův	7
Saurův-1_;S_/(*4a-1)	7
Cabotův_;S_/(*2)	7
Vaďurův_;S_/(*2a)	7
Majorošův_;S_/(*2)	7
Smytheův	7
prostějův	7
hlídačův_/(*2)	7
McGillův_;S_/(*2)	7
Marobudův	7
Randallův_;S_/(*2)	7
panenčin-2_/(*5ka-2)	7
Demjanjukův_;S_/(*2)	7
Vegův-1_;S_/(*4a-1)	7
Fulghumův_;S_/(*2)	7
Hilgertův_;S_/(*2)	7
Frankensteinův_;S_/(*2)	7
Zuzin_;Y_,e_/(*2a)	7
Trajkovův_;S_/(*2)	7
Sókratův_;S_;Y_/(*2és)	7
Rubenův_;S_/(*2)	7
Marciánův_;S_/(*2)	7
Feierabendův_;S_/(*2)	7
Smolíkův_;S_/(*2)	7
Fowlerův_;S_/(*2)	7
Paškův_;S_/(*3ek)	7
Keithův_;S	7
Mádlův_;S_/(*2)	7
Ianův_;Y_/(*2)	7
Mášin_;Y	7
Cronenbergův_;S_/(*2)	7
Fitzstephanův	7
Maisnerův_;S_/(*2)	7
Vojtíškův_;S_/(*3ek)	7
Hammerův_;S_/(*2)	7
Čokův_;S_/(*2)	7
Vrlův_;S_/(*2a)	7
Dorothein_;Y_,t	7
tvrdokovův	7
Bergmannův_;S_/(*2)	7
Casanovův_;S_/(*2a)	7
kacířův_/(*2)	7
Půlpintův	7
Mičánkův_;S_/(*3ek)	7
Maschadovův_;S_/(*2)	7
Stifterův_;S_/(*2)	7
Attenboroughův_;S_/(*2)	7
inkoustův-2_/(úředník)_(*4-2)	7
Šteflův_;S_/(*2)	7
Finkův_;S_/(*3ek)	7
Tourainův	7
oslavencův_/(*3ec)	7
Čadkův_;S_/(*3ek)	7
Pírkův_;S_/(*2a)	7
Sekorův_;S_/(*2a)	7
Pastrňákův_;S_/(*2)	7
Lumiérův_;S	7
Gierkův	7
Dingmanův_;S_/(*2)	7
Celestin-2_;Y_/(*4a-2)	7
Roův_;S_/(*2a)	7
Dantonův_;S_/(*2)	7
Lópezův_;S_/(*2)	7
Daleův_;S	7
teroristův_/(*2a)	7
Krenzův_;S_/(*2)	7
Jeromův-1_;Y_/(*4e-1)	7
Chateaubriandův_;S_/(*2)	7
Leonův_;Y_/(*2)	7
purkmistrův_/(*2)	7
Türkův_;S_/(*3ek)	7
Iliescův_;S_/(*2u)	7
Koljův_;Y_/(*2a)	7
Amosův_;Y_/(*6Ámos)	7
Zdráhalův_;S_/(*2)	7
Schikanederův_;S_/(*2)	7
učitelčin_/(*3)	7
Rachmaninovův_;S_/(*2)	7
strejčkův_/(*3ek)	7
modrovousův_/(*2)	7
Kodetův_;S_/(*2)	7
Dobiášův_;S_/(*2)	7
Wurmův_;S_/(*2)	7
lamačův_/(*2)	7
Hapkův_;S_/(*2a)	7
čápův_/(*2)	7
Gubberův_;S_/(*2)	7
archeologův_/(*2)	7
Nesvadbův_;S_/(*2a)	7
Kršákův_;S_/(*2)	7
Mančin_;Y_,h_/(*2a)	7
Muroňův_;S_/(*2)	7
Schwarzeneggerův_;S_/(*2)	7
Vihanův_;S_/(*2)	7
Klusáčkův_;S_/(*3ek)	7
Heřmánkův_;S_/(*3ek)	7
Ujčíkův_;S_/(*2)	7
Prusův_;E_/(*2)	7
Hughesův_;S_/(*2)	7
Eulerův-1_;S_/(*4-1)	7
Wernerův_;S_/(*2)	7
Barunčin_;Y_/(*3ka)	7
Mesmerův_;S_/(*2)	7
korálův-1_/(živočich)_(*4-1)	7
Juglarův	7
tyranův_/(*2)	7
Kejvalův_;S_/(*2)	7
Raabův_;S_/(*2)	7
Karlíkův_;Y_/(*2)	7
Glennův_;S_/(*2)	7
Velíškův_;S_/(*3ek)	7
detektivův_/(*2)	7
volův_/(^UV*4ůl)	7
pracovníkův_/(*2)	7
Kondrův_;S_/(*2)	7
Goldsteinův_;S_/(*2)	7
netvorův_/(*2)	7
Spitzerův_;S_/(*2)	7
Weitzův_;S_/(*2)	7
Šikův_;S_/(*2a)	7
Gajdošův-1_;S_/(*4-1)	7
sportovcův_/(*3ec)	7
Oličův_;S_/(*2)	7
adeptův_/(*2)	7
Fanánkův_;S_/(*3ek)	7
Brandejsův_;S_/(*2)	7
Fajtův_;S_/(*2a)	7
Pencův_;S_/(*2)	7
Chadův	7
dědouškův_/(*3ek)	7
Kloknerův_;S_/(*2)	7
d'Amatův	7
Möllerův_;S_/(*2)	7
Švédův_;E_;S_/(*2a)	7
Chocholův_;S_/(*2a)	7
Ignácův_;Y_/(*2)	7
Gerlův_;S_/(*2)	7
Frejkův_;S_/(*2a)	7
Michelův_;Y_/(*2)	7
Šangův_;S_/(*2)	7
Pucholtův_;S_/(*2)	7
Tadičův_;S_/(*2)	7
Hansenův_;S_/(*2)	7
Bodenlosův_;S_/(*2)	7
Rubešův_;S_/(*2)	7
Malátův_;S_/(*2)	7
Šenův_;S_/(*2a)	7
kantůrkův_/(*3ek)	7
Musílkův_;S_/(*3ek)	7
Pečinkův_;S_/(*2a)	7
hrobníkův_/(*2)	7
postreceptorův	7
Řepkův-1_;S_/(*4a-1)	7
Miróův_;S_/(*2)	7
Barešův_;S_/(*2)	7
Farrakhanův_;S_/(*2)	7
Delbourgův	7
Katzův_;S_/(*2)	7
Makovczův	7
Panův-1_;S_/(*4-1)	7
Plachetkův-1_;S_/(*4a-1)	7
Connorsův_;S_/(*2)	7
Říhův_;S_/(*2a)	7
Kerbrův_;S_/(*2)	7
Koniášův_;S_/(*2)	7
Kevinův_;Y_/(*2)	7
Shepardův_;S_/(*2)	7
kačerův_/(*2)	7
Pepkův_;Y_,h_/(*3ek)	7
Seanův_;Y_/(*2)	7
Lonův_;S_/(*2)	7
Ayrtonův_;Y_/(*2)	7
Šmardův_;S_/(*2a)	7
Carranzův_;S_/(*2a)	7
Stavrosův_;S_/(*2)	7
Wheatstonův	7
Mallarméův_;S	7
Guzmánův_;S_/(*2)	7
Otevřelův_;S_/(*2)	7
šaškův_/(*3ek)	7
Rychlíkův_;S_/(*2)	7
Villeneuvův	7
Leesonův_;S_/(*2)	7
Hooverův_;S_/(*2)	7
Sochorův_;S_/(*2a)	7
Jaggerův_;S_/(*2)	7
Glubbův_;S_/(*2)	7
Sklenářův_;S_/(*2)	7
Boterův_;S_/(*2)	7
Sinclairův_;S_/(*2)	7
Trajboldův_;S_/(*2)	7
Mladičův_;S_/(*2)	7
Heitmannův_;S_/(*2)	7
Shannonův_;S_/(*2)	7
Hessův_;S_/(*2)	7
Reichův_;S_/(*2)	7
Hynaisův_;S_/(*2)	7
Mrázův_;S_/(*2)	7
Janíčkův_;Y_/(*3ek)	7
Pritzkerův_;S_/(*2)	7
Sequensův_;S_/(*2)	7
Kvidův_;Y	7
Fierlingrův_;S_/(*3er)	7
Marcosův_;S_/(*2)	7
Otisův_;S_/(*2)	7
Omarův_;S_;Y_/(*2)	7
Zeithammlův_;S_/(*2)	7
Koulův_;S_/(*2a)	7
Mitchellův_;S_/(*2)	7
cungův	7
Alvarův_;S_;Y_/(*2o)	7
Rawlsův_;S_/(*2)	7
seriův	7
Abelův_;Y_/(*6Ábel)	7
Ostrčilův_;S_/(*2)	7
Majčin_;Y_,h	7
Rutgersův_;S_/(*2)	7
Marusjin_;Y_,t	7
Lindberghův_;S_/(*2)	7
Glikmanův_;S_/(*2)	7
Sonningův_;S_/(*2)	7
cvrčkův_/(*3ek)	7
Ciorbeův	7
Borníkův_;S_/(*2)	7
Kosatíkův_;S_/(*2)	7
Hagenův-1_;S_/(*4-1)	7
Burkeův	7
Vrbas	7
Schmitzerův_;S_/(*2)	7
dieselův_/(*2)	7
DeFolgův	7
Kožíkův_;S_/(*2)	7
Dimitrovův_;S_/(*2)	7
polynukleotidův	7
Holzův_;S_/(*2)	7
Pelopův_;S_/(*2)	7
Masopustův_;S_/(*2)	7
Svozilův_;S_/(*2)	7
